,87459307486392109_1,87459307486392109_2,87459307486392109_3,48674128193724691_1,48674128193724691_2,48674128193724691_3,71947128564786214_1,71947128564786214_2,71947128564786214_3
87459307486392109_1,1.0,0.4790887892704692,0.47751239083501823,,,0.4692568401127801,0.46363970843504865,0.3765647499238607,0.45634058800098415
87459307486392109_2,0.4790887892704692,1.0,0.4897560744103347,,,0.5266345406330032,0.4998936165847798,0.42634322643796807,0.5054667178060395
87459307486392109_3,0.47751239083501823,0.4897560744103347,1.0,,,0.5321696341448232,0.48866979462980326,0.3925675968747165,0.5299917404354508
48674128193724691_1,,,,,,,,,
48674128193724691_2,,,,,,,,,
48674128193724691_3,0.4692568401127801,0.5266345406330032,0.5321696341448232,,,1.0,0.5077685134144513,0.4104557423938205,0.5628299803660478
71947128564786214_1,0.46363970843504865,0.4998936165847798,0.48866979462980326,,,0.5077685134144513,1.0,0.40583016329424226,0.5006753424949286
71947128564786214_2,0.3765647499238607,0.42634322643796807,0.3925675968747165,,,0.4104557423938205,0.40583016329424226,1.0,0.4018230679269049
71947128564786214_3,0.45634058800098415,0.5054667178060395,0.5299917404354508,,,0.5628299803660478,0.5006753424949286,0.4018230679269049,1.0
